SN,Date,Close,High,Low,Absolute Change,Percentage Change,52 Weeks High,52 Weeks Low,Turnover Values,Turnover Volume,Total Transaction
203,2024-09-25,100.92,101.91,98.24,(1.55),(1.56 %),122.74,63.84,"366,803,268.00","617,934","3,994"
204,2024-09-24,99.36,104.11,99.24,(-3.12),(-3.04 %),122.74,63.84,"489,983,211.50","942,350","4,842"
205,2024-09-23,102.48,106.91,102.24,(-2.88),(-2.73 %),122.74,63.84,"412,481,052.50","658,199","4,243"
206,2024-09-22,105.37,109.70,104.54,(0.65),(0.62 %),122.74,63.84,"592,480,217.70","735,688","4,795"
207,2024-09-18,104.72,106.08,103.76,(-0.48),(-0.45 %),122.74,63.84,"427,848,878.10","581,584","4,314"
208,2024-09-16,105.20,107.83,104.88,(-2.73),(-2.53 %),122.74,63.84,"679,306,911.19","855,842","5,962"
209,2024-09-15,107.94,113.05,107.79,(-3.11),(-2.80 %),122.74,63.84,"1,606,194,489.80","2,046,015","11,488"
210,2024-09-12,111.05,111.19,106.71,(3.98),(3.72 %),122.74,63.84,"1,140,420,035.50","1,263,870","8,473"
211,2024-09-11,107.06,109.88,106.97,(-1.29),(-1.19 %),122.74,63.84,"702,646,340.30","828,327","6,526"
212,2024-09-10,108.36,111.44,107.40,(-0.58),(-0.53 %),122.74,63.84,"606,813,662.70","901,670","6,448"
213,2024-09-09,108.94,110.77,108.17,(-0.37),(-0.34 %),122.74,63.84,"1,072,897,612.20","1,323,407","9,293"
214,2024-09-08,109.32,112.20,109.14,(-0.59),(-0.54 %),122.74,63.84,"875,781,114.00","1,237,084","7,316"
215,2024-09-05,109.91,111.73,108.62,(-1.51),(-1.36 %),122.74,63.84,"686,174,029.50","1,121,765","6,203"
216,2024-09-04,111.43,116.73,111.01,(-4.12),(-3.56 %),122.74,63.84,"867,999,622.70","1,391,623","7,695"
217,2024-09-03,115.55,117.47,114.50,(-0.31),(-0.27 %),122.74,63.84,"827,366,880.90","1,454,335","7,475"
218,2024-09-02,115.87,115.87,109.20,(5.99),(5.45 %),122.74,63.84,"925,180,386.40","1,641,805","9,904"
219,2024-09-01,109.87,113.61,109.19,(-1.48),(-1.33 %),122.74,63.84,"653,237,425.30","1,186,578","7,095"
220,2024-08-29,111.35,113.61,110.37,(-1.11),(-0.99 %),122.74,63.84,"844,703,894.70","1,503,815","8,373"
